PROYECTO_ID,CONVOCATORIA_ID,ANO_CONVOCATORIA,DESC_CONVOCATORIA,CODIGO_PROYECTO,TITULO_PROYECTO,FECHA_REGISTRO,FECHA_APROBACION,ENTIDAD_EJECUTA,TIPO_FINANCIACION,DESC_FINANCIACION,COD_PROG_CTI,NME_PROG_CTI,COD_AREA_TEMATICA,AREA_TEMATICA,COD_AREA_CIENCIA,NME_AREA_CIENCIA,ESTADO_PROYECTO,COD_DANE_CIUDAD_ENTIDAD,NME_CIUDAD_ENTIDAD,COD_DANE_DEPTO_ENTIDAD,NME_DEPTO_ENTIDAD,COD_DANE_CIUDAD_PRY,NME_CIUDAD_PRY,COD_DANE_DEPTO_PRY,NME_DEPTO_PRY,TPO_PROYECTO,NME_TIPO_PROYECTO,MONTO_FINANCIADO_AP,MONTO_CONTRAPARTIDA_AP,MONTO_TOTAL_AP
35633,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,111548925250,PRODUCCION DE RESINAS ALQUIDICAS A PARTIR DE MEZCLAS DE ACEITES VEGETALES NACIONALES CRUDOS Y USADOS CON ACEITES INSATURADOS DE ALTO COSTO EVALUACION EN ESMALTES LACAS Y SELLADORES PARA MADERA,2009-04-29,2009-08-05,UNIVERSIDAD DE ANTIOQUIA - UDEA,RC,RECUPERACION CONTINGENTE,18,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,X,No disponible,X,No disponible,FINALIZADO,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,233415000,246400000,479815000
35636,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,110148925253,Fallas estatales en el Area Andina una perspectiva comparada,2009-04-29,2009-07-14,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,RC,RECUPERACION CONTINGENTE,4,PROGRAMA NACIONAL DE CIENCIAS SOCIALES Y HUMANAS,X,No disponible,X,No disponible,EJECUCION,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,240000000,165000000,405000000
35558,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,110448925175,SINTESIS DE NUEVAS PIRAZOLO[15-a]-135-TRIAZINAS SUSTITUIDAS CON FRAGMENTOS AMINO Y ANILLOS HETEROCICLICOS DE RECONOCIDA BIOACTIVIDAD EN CONDICIONES LIBRE DE DISOLVENTE EMPLEANDO IRRADIACION CON MICROONDAS,2009-04-29,2009-07-22,UNIVERSIDAD DE NARINO - UDENAR,RC,RECUPERACION CONTINGENTE,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,X,No disponible,X,No disponible,EJECUCION,52001,PASTO,52,NARINO,52001,PASTO,52,NARINO,P,Proyecto,134000000,101000000,235000000
35526,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,210548925143,Identificacion y evaluacion de sustancias de origen natural con potencial uso en pinturas para control de biofouling,2009-04-29,2009-07-23,INSTITUTO DE INVESTIGACIONES MARINAS Y COSTERAS DE PUNTA DE BETIN. INVEMAR,RC,RECUPERACION CONTINGENTE,6,PROGRAMA NACIONAL DE CIENCIAS DEL MAR Y LOS RECURSOS HIDROBIOLOGICOS,29,Caracterizacion y valoracion de la biodiversidad,X,No disponible,FINALIZADO,47001,SANTA MARTA,47,MAGDALENA,47001,SANTA MARTA,47,MAGDALENA,P,Proyecto,240000000,222304000,462304000
35691,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,111548925308,Biotecnologia de Hongos Basidiomicetes en el Desarrollo de Alimentos Funcionales (Nutriceuticos) Procesos de secado vs.  Actividad Biologica,2009-04-30,2009-07-27,UNIVERSIDAD DE ANTIOQUIA - UDEA,RC,RECUPERACION CONTINGENTE,7,PROGRAMA NACIONAL DE BIOTECNOLOGIA,11,Industrial,X,No disponible,EJECUCION,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,315002814,327652500,642655314
35596,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,110648925213,Caracterizacion de los vinculos entre los Recursos Pedagogicos y el Conocimiento Matematico en la Ensenanza de las Matematicas en la Educacion Basica,2009-04-29,2009-07-16,UNIVERSIDAD DEL VALLE - UNIVALLE,RC,RECUPERACION CONTINGENTE,8,PROGRAMA NACIONAL DE ESTUDIOS CIENTIFICOS EN EDUCACION,X,No disponible,X,No disponible,POR LIQUIDAR,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,146100000,120643966,266743966
35762,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,129848925387,Competencias parentales los recursos comunitarios y su relacion con las capacidades resilientes en ninos y ninas victimas del desplazamiento en el departamento de Sucre,2009-05-04,2009-07-14,CORPORACION UNIVERSITARIA DEL CARIBE - CECAR,RC,RECUPERACION CONTINGENTE,4,PROGRAMA NACIONAL DE CIENCIAS SOCIALES Y HUMANAS,46,Desarrollo humano y dimension etica,51,51 PSICOLOGIA,EJECUCION,23001,MONTERIA,23,CORDOBA,70001,SINCELEJO,70,SUCRE,P,Proyecto,54000000,40660000,94660000
35763,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,130748925388,Practicas de Subjetivacion e Imaginarios de Cuerpo en Jovenes Estudiantes de la Universidad de Ibague - Ethos Juvenil Universitario,2009-05-04,2009-07-14,UNIVERSIDAD DE IBAGUE - CORUNIVERSITARIA,RC,RECUPERACION CONTINGENTE,4,PROGRAMA NACIONAL DE CIENCIAS SOCIALES Y HUMANAS,X,No disponible,X,No disponible,EJECUCION,73001,IBAGUE,73,TOLIMA,73001,IBAGUE,73,TOLIMA,P,Proyecto,13880000,23520000,37400000
35392,11115,2008,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,230945425009,ESTANDARIZACION Y VALIDACION DE LOS PROCESOS PARA LA OBTENCION DE UN ENLATADO TIPO ATUN EN CONSERVA CON ADITIVOS (N.TC. 1276) MEDIANTE EL APROVECHAMIENTO DE LOS SUBPRODUCTOS OBTENIDOS DEL PROCESO INDUSTRIAL DEL FILETEO DE LA TILAPIA PLATEADA (Oreochromis niloticus)  Var Chitralada.2vers,2009-02-23,2009-04-30,CORPORACION CENTRO DE DESARROLLO TECNOLOGICO PISCICOLA SURCOLOMBIANO - ACUAPEZ,CF,COFINANCIACION,18,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,X,No disponible,23,23 OTRAS CIENCIAS DE LA INGENIERIA,FINALIZADO,41001,NEIVA,41,HUILA,41615,RIVERA,41,HUILA,P,Proyecto,163116000,95420000,258536000
35799,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,111548925424,IDENTIFICACION DE SUSTANCIAS CON ACTIVIDAD ANTIBABESIAL DE USO POTENCIAL EN EL TRATAMIENTO DE LA BABESIOSIS BOVINA.,2009-05-04,2009-07-22,UNIVERSIDAD DE ANTIOQUIA - UDEA,RC,RECUPERACION CONTINGENTE,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,X,No disponible,X,No disponible,EJECUCION,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,143170000,268500000,411670000
35655,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,111548925272,DINAMICA ESPECTROSCOPIA Y EFECTO DEL SOLVENTE EN EL ESTADO DE TRANSICION DE REACCIONES CON HALOGENOS X  HY -> XH  Y,2009-05-05,2009-07-22,UNIVERSIDAD DE ANTIOQUIA - UDEA,RC,RECUPERACION CONTINGENTE,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,X,No disponible,X,No disponible,EJECUCION,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,223775000,150913848,374688848
35671,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,223648925288,Deteccion de Ralstonia solanacearum agente causante del Moko de musaceas en plantas asintomaticas y suelo mediante real time PCR (qPCR).,2009-04-30,2009-08-13,CENTRO INTERNACIONAL DE AGRICULTURA TROPICAL - CIAT,RC,RECUPERACION CONTINGENTE,17,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,X,No disponible,X,No disponible,EJECUCION,76001,CALI,76,VALLE DEL CAUCA,76520,PALMIRA,76,VALLE DEL CAUCA,P,Proyecto,173318512,152538400,325856912
35690,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,120348925307,Estudio de la presencia y expresion en Trypanosoma rangeli de genes homologos a los de Trypanosoma cruzi potencialmente implicados en el proceso de invasion celular,2009-04-30,2009-07-22,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE BOGOTA,RC,RECUPERACION CONTINGENTE,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,X,No disponible,X,No disponible,EJECUCION,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,204822136,171429805,376251941
35520,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,210548925137,BALANCE DE GASES DE EFECTO INVERNADERO (GEI) EN AREAS DE MANGLAR DE LA CIENAGA GRANDE DE SANTA MARTA CON DIFERENTE GRADO DE CONSERVACION,2009-04-29,2009-07-23,INSTITUTO DE INVESTIGACIONES MARINAS Y COSTERAS DE PUNTA DE BETIN. INVEMAR,RC,RECUPERACION CONTINGENTE,6,PROGRAMA NACIONAL DE CIENCIAS DEL MAR Y LOS RECURSOS HIDROBIOLOGICOS,25,Estructura y funcion de ecosistemas,X,No disponible,FINALIZADO,47001,SANTA MARTA,47,MAGDALENA,47001,SANTA MARTA,47,MAGDALENA,P,Proyecto,275867100,214975200,490842300
35598,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,111848925215,PRODUCTOS NATURALES EN EL CONTROL BIOLOGICO DE LA HORMIGA CORTADORA DE HOJAS,2009-04-29,2009-07-22,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,RC,RECUPERACION CONTINGENTE,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,X,No disponible,X,No disponible,EJECUCION,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,101840000,102373333,204213333
35692,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,111548925309,¿Que es y que debe ser en Educacion Estadistica?,2009-04-30,2009-07-16,UNIVERSIDAD DE ANTIOQUIA - UDEA,RC,RECUPERACION CONTINGENTE,8,PROGRAMA NACIONAL DE ESTUDIOS CIENTIFICOS EN EDUCACION,X,No disponible,X,No disponible,LIQUIDADO A PAZ Y SALVO,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,76240394,102842818,179083212
35702,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,110548925319,PROPAGACION IN VITRO DE Aspidosperma Polyneuron VIA EMBRIOGENESIS SOMATICA,2009-04-30,2009-07-27,UNIVERSIDAD DEL TOLIMA,RC,RECUPERACION CONTINGENTE,7,PROGRAMA NACIONAL DE BIOTECNOLOGIA,X,No disponible,X,No disponible,EJECUCION,73001,IBAGUE,73,TOLIMA,73001,IBAGUE,73,TOLIMA,P,Proyecto,44770000,60280000,105050000
35870,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,110648925496,Restauracion de la conectividad del paisaje diversidad movimiento y colonizacion de las hormigas de suelo.,2009-06-16,2009-07-23,UNIVERSIDAD DEL VALLE - UNIVALLE,RC,RECUPERACION CONTINGENTE,1,PROGRAMA NACIONAL DE CIENCIA TECNOLOGIA E INNOVACION EN AMBIENTE BIODIVERSIDAD Y HABITAT,33,Agua biodiversidad y bosques,X,No disponible,EJECUCION,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,166578590,121425000,288003590
35281,11115,2008,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,115045422092,Uso Racional y Eficiente de la Energia en Unidades Microempresariales de Medellin,2009-01-16,2009-04-29,INSTITUTO TECNOLOGICO METROPOLITANO DE MEDELLIN - I.T.M.,CF,COFINANCIACION,19,PROGRAMA NACIONAL DE INVESTIGACION EN ENERGIA Y MINERIA,X,No disponible,22,22 INGENIERIA ELECTRICA ELECTRONICA,CODIFICADO,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,171845000,548285000,720130000
35503,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,111848925120,Computos estables por molificacion discreta,2009-04-28,2009-07-22,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,RC,RECUPERACION CONTINGENTE,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,X,No disponible,11,11 MATEMATICAS E INFORMATICA,EJECUCION,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,33870200,71508000,105378200
35386,11115,2008,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,111545425003,Influencia de diferentes variables atmosfericas en el comportamiento de esquemas de pinturas aplicados sobre acero galvanizado (Version Actualizada),2009-02-20,2009-04-29,UNIVERSIDAD DE ANTIOQUIA - UDEA,CF,COFINANCIACION,19,PROGRAMA NACIONAL DE INVESTIGACION EN ENERGIA Y MINERIA,203,OTRAS,23,23 OTRAS CIENCIAS DE LA INGENIERIA,EJECUCION,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,238842140,386643566,625485706
37172,11157,2010,502-2010 BANCO DE PROYECTOS Y PROGRAMAS IDI - MODALIDAD COFINANCIACION - 2010,328250226928,PROYECTO OXIMETRO FASES III y IV - Validacion equipo AUTO-MXER ver abril 19,2010-04-20,2011-04-28,Asociacion Atem Health Care,CF,COFINANCIACION,9,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,X,No disponible,X,No disponible,CODIFICADO,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,120468600,180702900,301171500
35354,11115,2008,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,111845422107,Prototipo de Laboratorio de un Sistema de Vision Industrial para la Inspeccion y Control de Calidad de Dientes Artificiales de dos capas,2009-02-13,2009-04-29,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,CF,COFINANCIACION,18,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,X,No disponible,22,22 INGENIERIA ELECTRICA ELECTRONICA,POR LIQUIDAR,5001,MEDELLIN,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,5,ANTIOQUIA,P,Proyecto,69117500,303135900,372253400
35570,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,110648925187,Una solucion para maximizar la movilidad vehicular en intersecciones semaforizadas usando inteligencia de enjambres,2009-04-29,2009-08-06,UNIVERSIDAD DEL VALLE - UNIVALLE,RC,RECUPERACION CONTINGENTE,16,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,51,INFORMATICA,X,No disponible,EJECUCION,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,190200000,161032000,351232000
35833,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,111748925459,ESTABLECIMIENTO DE SISTEMAS DE PARENTALES CON CRITERIOS GENETICOS PARA PRODUCIR SEMILLAS DE BOCACHICO Prochilodus magdalenae EN EL NORTE DE COLOMBIA,2009-05-05,2009-07-23,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA,RC,RECUPERACION CONTINGENTE,6,PROGRAMA NACIONAL DE CIENCIAS DEL MAR Y LOS RECURSOS HIDROBIOLOGICOS,28,Desarrollo tecnologico,X,No disponible,FINALIZADO,47001,SANTA MARTA,47,MAGDALENA,47001,SANTA MARTA,47,MAGDALENA,P,Proyecto,138080000,309241168,447321168
35604,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,110648925221,EPNB En Santiago de CALI Un diagnostico de Condiciones de Implementacion,2009-04-29,2009-07-16,UNIVERSIDAD DEL VALLE - UNIVALLE,RC,RECUPERACION CONTINGENTE,8,PROGRAMA NACIONAL DE ESTUDIOS CIENTIFICOS EN EDUCACION,X,No disponible,X,No disponible,POR LIQUIDAR,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,66088000,62105324,128193324
35790,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,123548925415,EL CAPITAL SOCIAL. UNA APROXIMACION COMPRENSIVA A LA DINAMICA DE LOS JOVENES,2009-05-04,2009-07-14,UNIVERSIDAD DE MANIZALES - UMANIZALES,RC,RECUPERACION CONTINGENTE,4,PROGRAMA NACIONAL DE CIENCIAS SOCIALES Y HUMANAS,46,Desarrollo humano y dimension etica,5,5 CIENCIAS SOCIALES,POR LIQUIDAR,17001,MANIZALES,17,CALDAS,17001,MANIZALES,17,CALDAS,P,Proyecto,62038960,47320000,109358960
35873,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,110148925499,Busqueda e identificacion de genes de Colletotrichum lindemuthianum involucrados en patogenicidad en frijol (Phaseolus vulgaris L.).,2009-05-05,2009-08-13,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,RC,RECUPERACION CONTINGENTE,17,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,X,No disponible,X,No disponible,EJECUCION,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,219600600,161520000,381120600
35886,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,122548925512,POBLADORES TRADICIONALES DE PARAMO INTERLOCUTORES EN LA CONSERVACION,2009-05-06,2009-07-14,UNIVERSIDAD CENTRAL,RC,RECUPERACION CONTINGENTE,4,PROGRAMA NACIONAL DE CIENCIAS SOCIALES Y HUMANAS,42,Identidades culturales,5,5 CIENCIAS SOCIALES,EJECUCION,11001,BOGOTA D.C.,11,BOGOTA D.C.,15104,BOYACA,15,BOYACA,P,Proyecto,182593000,126468000,309061000
35486,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,110148925103,ESTUDIOS DE BIOPROSPECCION DEL CORAL BLANDO PSEUDOPTEROGORGIA ELISABETHAE.FASE IV,2009-04-28,2009-07-23,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,RC,RECUPERACION CONTINGENTE,6,PROGRAMA NACIONAL DE CIENCIAS DEL MAR Y LOS RECURSOS HIDROBIOLOGICOS,29,Caracterizacion y valoracion de la biodiversidad,X,No disponible,EJECUCION,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,210000000,333500000,543500000
35489,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,110148925106,Estructura de lectinas de Lamiaceae. Primera fase,2009-04-28,2009-07-22,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,RC,RECUPERACION CONTINGENTE,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,X,No disponible,X,No disponible,EJECUCION,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,147200000,263040000,410240000
35796,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,111548925421,LA CORROSIVIDAD DEL BIODIESEL Y SU INCIDENCIA EN EL DESEMPENO DE AUTO PARTES - ESTUDIO DE METODOS DE PREVENCION Y CONTROL,2009-05-04,2009-07-23,UNIVERSIDAD DE ANTIOQUIA - UDEA,RC,RECUPERACION CONTINGENTE,19,PROGRAMA NACIONAL DE INVESTIGACION EN ENERGIA Y MINERIA,203,OTRAS,X,No disponible,EJECUCION,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,299359200,216760000,516119200
35407,11115,2008,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,710645425024,Desempeno fisiologico  de genotipos de cacao bajo diferentes regimenes hidricos en etapa de vivero,2009-03-06,2009-05-26,CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - CORPOICA,CF,COFINANCIACION,17,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA AGROPECUARIA,X,No disponible,41,41 AGRICULTURA SELVICULTURA PESCA Y AFINES,EJECUCION,25473,MOSQUERA,25,CUNDINAMARCA,68615,RIONEGRO,68,SANTANDER,P,Proyecto,22082000,33352250,55434250
35355,11115,2008,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,332445422115,INVESTIGACION DISENO E IMPLEMENTACION DE LAS MEJORES PRACTICAS DE TRATAMIENTO TERMICO PARA PIEZAS FORJADAS EN ACERO EN LA EMPRESA FORJAS BOLIVAR S.A.,2009-02-13,2009-04-29,CORPORACION CENTRO TECNOLOGICO DE LA INDUSTRIA METALURGICA ECO-EFICIENTE - CTF - IME,MX,MIXTO,18,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,X,No disponible,23,23 OTRAS CIENCIAS DE LA INGENIERIA,EJECUCION,5001,MEDELLIN,5,ANTIOQUIA,5001,MEDELLIN,5,ANTIOQUIA,P,Proyecto,603996,1193665,1797661
35402,11115,2008,454/08 - PROYECTOS INVESTIGACION-INNOVACION Y DESARROLLO-COFINANCIACION-ANO 2008-2009,309845425019,VOTACION ELECTRONICA SEGURA,2009-03-02,2009-06-18,ESICenter SinerTIC ANDINO,CF,COFINANCIACION,16,PROGRAMA NACIONAL DE ELECTRONICA TELECOMUNICACIONES E INFORMATICA,51,INFORMATICA,11,11 MATEMATICAS E INFORMATICA,POR LIQUIDAR,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,357943712,229401498,587345210
35371,11117,2008,455/08 -PROYECTOS EMPRESARIALES-INNOVACION-CREDITO,860145522117,Implementacion de cambios tecnologicos en procesos y partes para la produccion de nuevos modelos de vehiculos mas ecologicos y con nuevas especificaciones tecnicas para la apertura del mercado mexicano.,2009-02-20,2009-04-29,SOCIEDAD DE FABRICACION DE AUTOMOTORES S.A. SOFASA,RO,REEMBOLSO OBLIGATORIO,18,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,X,No disponible,23,23 OTRAS CIENCIAS DE LA INGENIERIA,CODIFICADO,25175,CHIA,25,CUNDINAMARCA,5266,ENVIGADO,5,ANTIOQUIA,P,Proyecto,1221866,8956955,10178821
35897,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,110148925524,DESARROLLO DE ALIMENTOS FUNCIONALES EMPLEANDO UN BIOPOLIMERO COMO FUENTE DE FIBRA SOLUBLE,2009-05-06,2009-07-27,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,RC,RECUPERACION CONTINGENTE,7,PROGRAMA NACIONAL DE BIOTECNOLOGIA,X,No disponible,9,N. A.,EJECUCION,11001,BOGOTA D.C.,11,BOGOTA D.C.,11001,BOGOTA D.C.,11,BOGOTA D.C.,P,Proyecto,150000000,157000000,307000000
35904,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,110648925531,Multiferroic Heterostructures based on Nanostructured Multilayers of Ferromagnetic and Ferroelectric Oxides,2009-05-06,2009-07-22,UNIVERSIDAD DEL VALLE - UNIVALLE,RC,RECUPERACION CONTINGENTE,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,X,No disponible,X,No disponible,EJECUCION,76001,CALI,76,VALLE DEL CAUCA,76001,CALI,76,VALLE DEL CAUCA,P,Proyecto,150000000,249450000,399450000
35477,11144,2009,489-2009 CONFORMACION DEL BANCO DE PROYECTOS DE INVESTIGACION ELEGIBLES - ANO 2009,110948925094,HIDROGENACION SELECTIVA DE ALDEHIDOS AB-INSATURADOS (CROTONALDEHIDO CITRAL ACROLEINA Y CINAMALDEHIDO) UTILIZANDO CATALIZADORES BIMETALICOS Au-Ir SOPORTADOS.,2009-04-27,2009-07-22,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC - SEDE TUNJA,RC,RECUPERACION CONTINGENTE,5,PROGRAMA NACIONAL EN CIENCIAS BASICAS,X,No disponible,X,No disponible,EJECUCION,15001,TUNJA,15,BOYACA,15001,TUNJA,15,BOYACA,P,Proyecto,162630000,207828400,370458400
35313,11117,2008,455/08 -PROYECTOS EMPRESARIALES-INNOVACION-CREDITO,419145422099,FORTALECIMIENTO DEL LABORATORIO DE QUINTAL S.A. POR MEDIO DE LA TRANSFERENCIA TECNOLOGICA DEL EQUIPO DE PLASMA ACOPLADO INDUCTIVAMENTE.,2009-01-16,2009-04-29,QUIMICA INTERNACIONAL S.A. - QUINTAL S.A.,RO,REEMBOLSO OBLIGATORIO,18,PROGRAMA NACIONAL DE DESARROLLO TECNOLOGICO INDUSTRIAL Y CALIDAD,X,No disponible,23,23 OTRAS CIENCIAS DE LA INGENIERIA,EJECUCION,8001,BARRANQUILLA,8,ATLANTICO,8001,BARRANQUILLA,8,ATLANTICO,P,Proyecto,380205000,126736000,506941000
